n,m,algorithm,density,order,trial,match_size,opt_size,cr,time_ns,seed
8192,16384,greedy,extremely_sparse,random,0,6209,6877,0.9028646212011051,1410455,2445016791
8192,16384,ranking,extremely_sparse,random,0,6226,6877,0.9053366293441908,2756866,2445016791
8192,16384,hopcroft_karp,extremely_sparse,random,0,6877,6877,1.0,84031696,2445016791
8192,16384,greedy,extremely_sparse,random,1,6206,6839,0.9074426085685041,1713737,2083434083
8192,16384,ranking,extremely_sparse,random,1,6207,6839,0.9075888287761369,3130133,2083434083
8192,16384,hopcroft_karp,extremely_sparse,random,1,6839,6839,1.0,84478569,2083434083
8192,16384,greedy,extremely_sparse,random,2,6251,6884,0.908047646717025,1383760,4099587436
8192,16384,ranking,extremely_sparse,random,2,6257,6884,0.9089192330040674,2808673,4099587436
8192,16384,hopcroft_karp,extremely_sparse,random,2,6884,6884,1.0,76986501,4099587436
8192,16384,greedy,extremely_sparse,random,3,6261,6880,0.9100290697674419,1452495,2018056108
8192,16384,ranking,extremely_sparse,random,3,6248,6880,0.9081395348837209,3130682,2018056108
8192,16384,hopcroft_karp,extremely_sparse,random,3,6880,6880,1.0,83788698,2018056108
8192,16384,greedy,extremely_sparse,random,4,6257,6876,0.909976730657359,1370628,2627776420
8192,16384,ranking,extremely_sparse,random,4,6260,6876,0.910413030831879,2656750,2627776420
8192,16384,hopcroft_karp,extremely_sparse,random,4,6876,6876,1.0,63047801,2627776420
8192,16384,greedy,extremely_sparse,random,5,6239,6856,0.9100058343057176,1969198,141405127
8192,16384,ranking,extremely_sparse,random,5,6206,6856,0.9051925320886814,2738217,141405127
8192,16384,hopcroft_karp,extremely_sparse,random,5,6856,6856,1.0,115716402,141405127
8192,16384,greedy,extremely_sparse,random,6,6253,6867,0.910586864715305,1490996,4072974954
8192,16384,ranking,extremely_sparse,random,6,6275,6867,0.9137905926896752,2741516,4072974954
8192,16384,hopcroft_karp,extremely_sparse,random,6,6867,6867,1.0,77885246,4072974954
8192,16384,greedy,extremely_sparse,random,7,6262,6946,0.9015260581629715,1613056,149423065
8192,16384,ranking,extremely_sparse,random,7,6288,6946,0.9052692196947884,2965458,149423065
8192,16384,hopcroft_karp,extremely_sparse,random,7,6946,6946,1.0,70770639,149423065
8192,16384,greedy,extremely_sparse,random,8,6219,6887,0.9030056628430376,2030146,3297530989
8192,16384,ranking,extremely_sparse,random,8,6256,6887,0.908378103673588,2698078,3297530989
8192,16384,hopcroft_karp,extremely_sparse,random,8,6887,6887,1.0,82455001,3297530989
8192,16384,greedy,extremely_sparse,random,9,6201,6848,0.9055198598130841,1417208,2078901795
8192,16384,ranking,extremely_sparse,random,9,6215,6848,0.9075642523364486,3474212,2078901795
8192,16384,hopcroft_karp,extremely_sparse,random,9,6848,6848,1.0,90613731,2078901795
8192,16384,greedy,extremely_sparse,random,10,6257,6867,0.9111693607106451,1371262,267181044
8192,16384,ranking,extremely_sparse,random,10,6261,6867,0.9117518567059851,2751215,267181044
8192,16384,hopcroft_karp,extremely_sparse,random,10,6867,6867,1.0,76964186,267181044
8192,16384,greedy,extremely_sparse,random,11,6236,6888,0.90534262485482,1463043,3270331324
8192,16384,ranking,extremely_sparse,random,11,6221,6888,0.903164924506388,2781930,3270331324
8192,16384,hopcroft_karp,extremely_sparse,random,11,6888,6888,1.0,73770044,3270331324
8192,16384,greedy,extremely_sparse,random,12,6263,6871,0.9115121525251055,1430895,3792585623
8192,16384,ranking,extremely_sparse,random,12,6225,6871,0.9059816620579246,2725536,3792585623
8192,16384,hopcroft_karp,extremely_sparse,random,12,6871,6871,1.0,65389516,3792585623
8192,16384,greedy,extremely_sparse,random,13,6223,6834,0.9105940883816213,1411269,2624563795
8192,16384,ranking,extremely_sparse,random,13,6235,6834,0.9123500146327188,2697144,2624563795
8192,16384,hopcroft_karp,extremely_sparse,random,13,6834,6834,1.0,76397934,2624563795
8192,16384,greedy,extremely_sparse,random,14,6254,6854,0.9124598774438284,1417665,1761647226
8192,16384,ranking,extremely_sparse,random,14,6247,6854,0.9114385760140065,2712501,1761647226
8192,16384,hopcroft_karp,extremely_sparse,random,14,6854,6854,1.0,57521496,1761647226
8192,16384,greedy,extremely_sparse,random,15,6237,6866,0.9083891639965045,1391003,2250161621
8192,16384,ranking,extremely_sparse,random,15,6270,6866,0.9131954558695019,2694297,2250161621
8192,16384,hopcroft_karp,extremely_sparse,random,15,6866,6866,1.0,66281736,2250161621
8192,16384,greedy,extremely_sparse,random,16,6237,6871,0.9077281327317712,1427729,3104240999
8192,16384,ranking,extremely_sparse,random,16,6216,6871,0.9046718090525396,2702113,3104240999
8192,16384,hopcroft_karp,extremely_sparse,random,16,6871,6871,1.0,65722057,3104240999
8192,16384,greedy,extremely_sparse,random,17,6248,6875,0.9088,1425567,2052124546
8192,16384,ranking,extremely_sparse,random,17,6266,6875,0.9114181818181818,2743439,2052124546
8192,16384,hopcroft_karp,extremely_sparse,random,17,6875,6875,1.0,57143244,2052124546
8192,16384,greedy,extremely_sparse,random,18,6248,6889,0.9069531136594571,1441051,417464109
8192,16384,ranking,extremely_sparse,random,18,6234,6889,0.9049208883727682,2743369,417464109
8192,16384,hopcroft_karp,extremely_sparse,random,18,6889,6889,1.0,73827386,417464109
8192,16384,greedy,extremely_sparse,random,19,6224,6866,0.90649577628896,1894195,3768964306
8192,16384,ranking,extremely_sparse,random,19,6227,6866,0.906932711913778,3635042,3768964306
8192,16384,hopcroft_karp,extremely_sparse,random,19,6866,6866,1.0,57356822,3768964306
8192,16384,greedy,extremely_sparse,random,20,6232,6854,0.9092500729501022,1416066,2552315608
8192,16384,ranking,extremely_sparse,random,20,6252,6854,0.9121680770353079,2709780,2552315608
8192,16384,hopcroft_karp,extremely_sparse,random,20,6854,6854,1.0,66184510,2552315608
8192,16384,greedy,extremely_sparse,random,21,6268,6877,0.9114439435800494,1624995,3494620459
8192,16384,ranking,extremely_sparse,random,21,6291,6877,0.9147884251854006,2704517,3494620459
8192,16384,hopcroft_karp,extremely_sparse,random,21,6877,6877,1.0,66853771,3494620459
8192,16384,greedy,extremely_sparse,random,22,6266,6908,0.9070642733063116,1441982,1049531027
8192,16384,ranking,extremely_sparse,random,22,6269,6908,0.907498552403011,2711916,1049531027
8192,16384,hopcroft_karp,extremely_sparse,random,22,6908,6908,1.0,67301507,1049531027
8192,16384,greedy,extremely_sparse,random,23,6255,6870,0.9104803493449781,1453346,3036306702
8192,16384,ranking,extremely_sparse,random,23,6246,6870,0.9091703056768559,2705465,3036306702
8192,16384,hopcroft_karp,extremely_sparse,random,23,6870,6870,1.0,67421971,3036306702
8192,16384,greedy,extremely_sparse,random,24,6274,6899,0.9094071604580374,1417050,249374675
8192,16384,ranking,extremely_sparse,random,24,6268,6899,0.9085374691984346,2703940,249374675
8192,16384,hopcroft_karp,extremely_sparse,random,24,6899,6899,1.0,73867404,249374675
8192,16384,greedy,extremely_sparse,random,25,6213,6843,0.9079351161771153,1426714,2915267134
8192,16384,ranking,extremely_sparse,random,25,6234,6843,0.9110039456378781,2695204,2915267134
8192,16384,hopcroft_karp,extremely_sparse,random,25,6843,6843,1.0,84370566,2915267134
8192,16384,greedy,extremely_sparse,random,26,6250,6871,0.9096201426284384,1417825,2926192726
8192,16384,ranking,extremely_sparse,random,26,6269,6871,0.9123853878620288,2858616,2926192726
8192,16384,hopcroft_karp,extremely_sparse,random,26,6871,6871,1.0,68555876,2926192726
8192,16384,greedy,extremely_sparse,random,27,6230,6856,0.9086931155192532,1418506,3425530623
8192,16384,ranking,extremely_sparse,random,27,6215,6856,0.9065052508751459,2711300,3425530623
8192,16384,hopcroft_karp,extremely_sparse,random,27,6856,6856,1.0,77503347,3425530623
8192,16384,greedy,extremely_sparse,random,28,6254,6854,0.9124598774438284,1391664,887990116
8192,16384,ranking,extremely_sparse,random,28,6224,6854,0.9080828713160198,2727119,887990116
8192,16384,hopcroft_karp,extremely_sparse,random,28,6854,6854,1.0,67235662,887990116
8192,16384,greedy,extremely_sparse,random,29,6240,6868,0.9085614443797321,1398447,4043510127
8192,16384,ranking,extremely_sparse,random,29,6249,6868,0.9098718695398952,2682415,4043510127
8192,16384,hopcroft_karp,extremely_sparse,random,29,6868,6868,1.0,67165994,4043510127
8192,16384,greedy,extremely_sparse,adversarial,0,6227,6856,0.9082555425904317,1164282,3755619442
8192,16384,ranking,extremely_sparse,adversarial,0,6254,6856,0.9121936989498249,2447871,3755619442
8192,16384,hopcroft_karp,extremely_sparse,adversarial,0,6856,6856,1.0,69790794,3755619442
8192,16384,greedy,extremely_sparse,adversarial,1,6283,6917,0.9083417666618476,1165942,3629601970
8192,16384,ranking,extremely_sparse,adversarial,1,6254,6917,0.9041491976290299,2682046,3629601970
8192,16384,hopcroft_karp,extremely_sparse,adversarial,1,6917,6917,1.0,75150415,3629601970
8192,16384,greedy,extremely_sparse,adversarial,2,6260,6871,0.9110755348566438,1162882,3113051487
8192,16384,ranking,extremely_sparse,adversarial,2,6233,6871,0.9071459758404891,2456117,3113051487
8192,16384,hopcroft_karp,extremely_sparse,adversarial,2,6871,6871,1.0,58495234,3113051487
8192,16384,greedy,extremely_sparse,adversarial,3,6231,6843,0.9105655414291978,1178663,2882859741
8192,16384,ranking,extremely_sparse,adversarial,3,6237,6843,0.9114423498465585,2647885,2882859741
8192,16384,hopcroft_karp,extremely_sparse,adversarial,3,6843,6843,1.0,67521323,2882859741
8192,16384,greedy,extremely_sparse,adversarial,4,6220,6837,0.909755740821998,1202545,2903423449
8192,16384,ranking,extremely_sparse,adversarial,4,6232,6837,0.9115108965920725,2468490,2903423449
8192,16384,hopcroft_karp,extremely_sparse,adversarial,4,6837,6837,1.0,76768003,2903423449
8192,16384,greedy,extremely_sparse,adversarial,5,6239,6874,0.9076229269711958,1177513,213997598
8192,16384,ranking,extremely_sparse,adversarial,5,6234,6874,0.9068955484434099,2464318,213997598
8192,16384,hopcroft_karp,extremely_sparse,adversarial,5,6874,6874,1.0,67725428,213997598
8192,16384,greedy,extremely_sparse,adversarial,6,6238,6843,0.9115884845827853,1159798,1757241418
8192,16384,ranking,extremely_sparse,adversarial,6,6250,6843,0.9133421014175069,2713429,1757241418
8192,16384,hopcroft_karp,extremely_sparse,adversarial,6,6843,6843,1.0,66513799,1757241418
8192,16384,greedy,extremely_sparse,adversarial,7,6244,6908,0.9038795599305154,1149683,1353794667
8192,16384,ranking,extremely_sparse,adversarial,7,6266,6908,0.9070642733063116,2385660,1353794667
8192,16384,hopcroft_karp,extremely_sparse,adversarial,7,6908,6908,1.0,74604546,1353794667
8192,16384,greedy,extremely_sparse,adversarial,8,6274,6879,0.9120511702282309,1168561,3884165232
8192,16384,ranking,extremely_sparse,adversarial,8,6246,6879,0.9079808111644134,2605669,3884165232
8192,16384,hopcroft_karp,extremely_sparse,adversarial,8,6879,6879,1.0,76522483,3884165232
8192,16384,greedy,extremely_sparse,adversarial,9,6268,6884,0.9105171411969785,1164661,474865498
8192,16384,ranking,extremely_sparse,adversarial,9,6241,6884,0.9065950029052876,2513771,474865498
8192,16384,hopcroft_karp,extremely_sparse,adversarial,9,6884,6884,1.0,76033620,474865498
8192,16384,greedy,extremely_sparse,adversarial,10,6193,6849,0.9042195941013287,1154905,698410624
8192,16384,ranking,extremely_sparse,adversarial,10,6209,6849,0.9065557015622718,2570434,698410624
8192,16384,hopcroft_karp,extremely_sparse,adversarial,10,6849,6849,1.0,65928922,698410624
8192,16384,greedy,extremely_sparse,adversarial,11,6251,6904,0.9054171494785631,1167449,3140350455
8192,16384,ranking,extremely_sparse,adversarial,11,6254,6904,0.9058516801853997,2466399,3140350455
8192,16384,hopcroft_karp,extremely_sparse,adversarial,11,6904,6904,1.0,74144627,3140350455
8192,16384,greedy,extremely_sparse,adversarial,12,6224,6839,0.9100745723058927,1155326,1916136577
8192,16384,ranking,extremely_sparse,adversarial,12,6251,6839,0.9140225179119754,2613427,1916136577
8192,16384,hopcroft_karp,extremely_sparse,adversarial,12,6839,6839,1.0,77140217,1916136577
8192,16384,greedy,extremely_sparse,adversarial,13,6276,6889,0.911017564232835,1205920,3091575881
8192,16384,ranking,extremely_sparse,adversarial,13,6270,6889,0.9101466105385397,2403802,3091575881
8192,16384,hopcroft_karp,extremely_sparse,adversarial,13,6889,6889,1.0,67058601,3091575881
8192,16384,greedy,extremely_sparse,adversarial,14,6234,6877,0.9064999272938782,2263333,1972620117
8192,16384,ranking,extremely_sparse,adversarial,14,6278,6877,0.9128980660171586,3550093,1972620117
8192,16384,hopcroft_karp,extremely_sparse,adversarial,14,6877,6877,1.0,86950418,1972620117
8192,16384,greedy,extremely_sparse,adversarial,15,6240,6871,0.9081647504002328,1314782,1223856000
8192,16384,ranking,extremely_sparse,adversarial,15,6236,6871,0.9075825935089507,2468853,1223856000
8192,16384,hopcroft_karp,extremely_sparse,adversarial,15,6871,6871,1.0,67784987,1223856000
8192,16384,greedy,extremely_sparse,adversarial,16,6237,6842,0.9115755627009646,1199362,1507169049
8192,16384,ranking,extremely_sparse,adversarial,16,6237,6842,0.9115755627009646,2475659,1507169049
8192,16384,hopcroft_karp,extremely_sparse,adversarial,16,6842,6842,1.0,90567056,1507169049
8192,16384,greedy,extremely_sparse,adversarial,17,6233,6861,0.9084681533304183,1176179,2887073920
8192,16384,ranking,extremely_sparse,adversarial,17,6226,6861,0.9074478938930185,2719793,2887073920
8192,16384,hopcroft_karp,extremely_sparse,adversarial,17,6861,6861,1.0,66392330,2887073920
8192,16384,greedy,extremely_sparse,adversarial,18,6248,6845,0.9127830533235939,1179820,2567434313
8192,16384,ranking,extremely_sparse,adversarial,18,6245,6845,0.912344777209642,2556710,2567434313
8192,16384,hopcroft_karp,extremely_sparse,adversarial,18,6845,6845,1.0,76069996,2567434313
8192,16384,greedy,extremely_sparse,adversarial,19,6271,6923,0.9058211757908421,1171339,2437839424
8192,16384,ranking,extremely_sparse,adversarial,19,6293,6923,0.9089989888776542,3615179,2437839424
8192,16384,hopcroft_karp,extremely_sparse,adversarial,19,6923,6923,1.0,65939185,2437839424
8192,16384,greedy,extremely_sparse,adversarial,20,6217,6865,0.9056081573197378,1166482,1830558825
8192,16384,ranking,extremely_sparse,adversarial,20,6233,6865,0.9079388201019665,2463827,1830558825
8192,16384,hopcroft_karp,extremely_sparse,adversarial,20,6865,6865,1.0,75845453,1830558825
8192,16384,greedy,extremely_sparse,adversarial,21,6252,6881,0.908588867897108,1194233,696432936
8192,16384,ranking,extremely_sparse,adversarial,21,6257,6881,0.9093155064670833,2486235,696432936
8192,16384,hopcroft_karp,extremely_sparse,adversarial,21,6881,6881,1.0,75368420,696432936
8192,16384,greedy,extremely_sparse,adversarial,22,6280,6878,0.9130561209653969,1143371,2027768580
8192,16384,ranking,extremely_sparse,adversarial,22,6277,6878,0.9126199476592033,2531387,2027768580
8192,16384,hopcroft_karp,extremely_sparse,adversarial,22,6878,6878,1.0,66801072,2027768580
8192,16384,greedy,extremely_sparse,adversarial,23,6236,6866,0.9082435187882318,1169941,315419605
8192,16384,ranking,extremely_sparse,adversarial,23,6236,6866,0.9082435187882318,2742278,315419605
8192,16384,hopcroft_karp,extremely_sparse,adversarial,23,6866,6866,1.0,66430252,315419605
8192,16384,greedy,extremely_sparse,adversarial,24,6228,6848,0.9094626168224299,1148988,4014401555
8192,16384,ranking,extremely_sparse,adversarial,24,6244,6848,0.9117990654205608,2579985,4014401555
8192,16384,hopcroft_karp,extremely_sparse,adversarial,24,6848,6848,1.0,66269572,4014401555
8192,16384,greedy,extremely_sparse,adversarial,25,6167,6836,0.9021357519016969,1220823,4202744929
8192,16384,ranking,extremely_sparse,adversarial,25,6205,6836,0.907694558221182,2430173,4202744929
8192,16384,hopcroft_karp,extremely_sparse,adversarial,25,6836,6836,1.0,66600970,4202744929
8192,16384,greedy,extremely_sparse,adversarial,26,6247,6881,0.9078622293271327,1175751,3661193885
8192,16384,ranking,extremely_sparse,adversarial,26,6249,6881,0.9081528847551228,2654451,3661193885
8192,16384,hopcroft_karp,extremely_sparse,adversarial,26,6881,6881,1.0,75690527,3661193885
8192,16384,greedy,extremely_sparse,adversarial,27,6207,6821,0.909983873332356,1163797,3364283458
8192,16384,ranking,extremely_sparse,adversarial,27,6217,6821,0.9114499340272687,2515723,3364283458
8192,16384,hopcroft_karp,extremely_sparse,adversarial,27,6821,6821,1.0,58492747,3364283458
8192,16384,greedy,extremely_sparse,adversarial,28,6243,6854,0.9108549751969652,1180672,165738092
8192,16384,ranking,extremely_sparse,adversarial,28,6211,6854,0.9061861686606362,2518430,165738092
8192,16384,hopcroft_karp,extremely_sparse,adversarial,28,6854,6854,1.0,68618357,165738092
8192,16384,greedy,extremely_sparse,adversarial,29,6243,6857,0.9104564678430801,1188649,4046975092
8192,16384,ranking,extremely_sparse,adversarial,29,6229,6857,0.908414758640805,2398062,4046975092
8192,16384,hopcroft_karp,extremely_sparse,adversarial,29,6857,6857,1.0,58761752,4046975092
8192,73728,greedy,sparse,random,0,7646,8192,0.933349609375,1783711,3309263871
8192,73728,ranking,sparse,random,0,7598,8192,0.927490234375,5576976,3309263871
8192,73728,hopcroft_karp,sparse,random,0,8192,8192,1.0,126914440,3309263871
8192,73728,greedy,sparse,random,1,7609,8191,0.9289464045904041,1845862,749154906
8192,73728,ranking,sparse,random,1,7614,8191,0.9295568306678061,5816159,749154906
8192,73728,hopcroft_karp,sparse,random,1,8191,8191,1.0,168418854,749154906
8192,73728,greedy,sparse,random,2,7633,8191,0.9318764497619338,1903279,978530469
8192,73728,ranking,sparse,random,2,7625,8191,0.9308997680380906,6014405,978530469
8192,73728,hopcroft_karp,sparse,random,2,8191,8191,1.0,166752824,978530469
8192,73728,greedy,sparse,random,3,7626,8189,0.9312492367810478,2045900,3841683507
8192,73728,ranking,sparse,random,3,7603,8189,0.9284405910367566,7685791,3841683507
8192,73728,hopcroft_karp,sparse,random,3,8189,8189,1.0,148472683,3841683507
8192,73728,greedy,sparse,random,4,7632,8190,0.9318681318681319,2548585,1186058336
8192,73728,ranking,sparse,random,4,7635,8190,0.9322344322344323,5983522,1186058336
8192,73728,hopcroft_karp,sparse,random,4,8190,8190,1.0,137195833,1186058336
8192,73728,greedy,sparse,random,5,7619,8190,0.9302808302808303,1765053,4071361813
8192,73728,ranking,sparse,random,5,7623,8190,0.9307692307692308,5485718,4071361813
8192,73728,hopcroft_karp,sparse,random,5,8190,8190,1.0,125115460,4071361813
8192,73728,greedy,sparse,random,6,7622,8192,0.930419921875,1908679,1422998743
8192,73728,ranking,sparse,random,6,7640,8192,0.9326171875,6145328,1422998743
8192,73728,hopcroft_karp,sparse,random,6,8192,8192,1.0,103569826,1422998743
8192,73728,greedy,sparse,random,7,7603,8191,0.9282138932975217,1773122,2470330693
8192,73728,ranking,sparse,random,7,7627,8191,0.9311439384690514,5978961,2470330693
8192,73728,hopcroft_karp,sparse,random,7,8191,8191,1.0,122844062,2470330693
8192,73728,greedy,sparse,random,8,7619,8192,0.9300537109375,2144913,2398861742
8192,73728,ranking,sparse,random,8,7608,8192,0.9287109375,5628471,2398861742
8192,73728,hopcroft_karp,sparse,random,8,8192,8192,1.0,129410322,2398861742
8192,73728,greedy,sparse,random,9,7647,8192,0.9334716796875,2089109,4021703683
8192,73728,ranking,sparse,random,9,7608,8192,0.9287109375,5617324,4021703683
8192,73728,hopcroft_karp,sparse,random,9,8192,8192,1.0,102382073,4021703683
8192,73728,greedy,sparse,random,10,7628,8191,0.9312660236845318,2191084,422643680
8192,73728,ranking,sparse,random,10,7590,8191,0.9266267854962764,5984549,422643680
8192,73728,hopcroft_karp,sparse,random,10,8191,8191,1.0,123115794,422643680
8192,73728,greedy,sparse,random,11,7632,8192,0.931640625,2156484,3943943354
8192,73728,ranking,sparse,random,11,7627,8192,0.9310302734375,5874407,3943943354
8192,73728,hopcroft_karp,sparse,random,11,8192,8192,1.0,125856841,3943943354
8192,73728,greedy,sparse,random,12,7635,8190,0.9322344322344323,1891880,848397441
8192,73728,ranking,sparse,random,12,7604,8190,0.9284493284493285,5456294,848397441
8192,73728,hopcroft_karp,sparse,random,12,8190,8190,1.0,151445626,848397441
8192,73728,greedy,sparse,random,13,7628,8192,0.93115234375,2478609,3016833456
8192,73728,ranking,sparse,random,13,7619,8192,0.9300537109375,7412451,3016833456
8192,73728,hopcroft_karp,sparse,random,13,8192,8192,1.0,107711239,3016833456
8192,73728,greedy,sparse,random,14,7609,8192,0.9288330078125,1863217,3671193513
8192,73728,ranking,sparse,random,14,7634,8192,0.931884765625,6114953,3671193513
8192,73728,hopcroft_karp,sparse,random,14,8192,8192,1.0,139322832,3671193513
